cause,category_cause,effect,category_effect,relationship,frequency,num_papers,main_confidence,sample_evidence
H-CDR2 glycan,sequence,inhibits signaling,stability,stabilizes,1,1,high,H-CDR2 glycan in 37E1B5 is directly involved in the inhibition of latent TGF-beta activation.
removal of fab n-glycosylation site,sequence,instability,stability,destabilizes,1,1,high,Removal of the Fab N-glycosylation site... drastically reduced the antibody's ability to inhibit TGF-beta activation.
removal of N-linked glycans,sequence,instability,stability,destabilizes,1,1,high,removal of N-linked glycans by enzymatic digestion... drastically reduced the antibody's ability to inhibit TGF-beta act
C3G patients,stability,immunogenicity,stability,promotes,1,1,high,"reflecting ongoing complement activation and consumption at the C3 level, despite eculizumab treatment"
arginine,formulation,viscosity reduction,stability,decreases,1,1,high,Viscosity reductions were achieved by...adding arginine.
imidazole,formulation,viscosity reduction,stability,decreases,1,1,high,Viscosity reductions were achieved by...adding imidazole.
co-solutes,formulation,viscosity reduction,stability,decreases,1,1,high,These reductions are related to...co-solutes that are both charged and contain a hydrophobic interaction domain.
co-solutes,formulation,reduce protein network,stability,decreases,1,1,high,select co-solutes reduce protein network formation.
binding affinity,sequence,charge neutralization,structure,inhibits,1,1,high,charge neutralization via binding of the oligovalent anions to the positively charged antibody
anion concentration,formulation,liquid-liquid phase separation,stability,promotes,1,1,high,influence of the anion concentration on liquid-liquid phase separation
low ionic strength,stress,liquid-liquid phase separation,stability,promotes,1,1,high,Liquid-liquid phase separation (LLPS) of a monoclonal antibody solution was investigated at low ionic strength
chelate linkage,formulation,alter antibody specificity and biodistribution,stability,destabilizes,1,1,high,Stability in vivo depends on the condition that both the chelate linkage and radiolabeling procedures not alter antibody
formulation,formulation,prevent interaction,stability,stabilizes,1,1,high,synthesis and selection of the chelating agent is critical for each radiometal in order to prevent inappropriate release
high rates of yttrium-88 elution,stability,deposition,quality_outcome,promotes,1,1,high,high rates of yttrium-88 elution correlated with deposition in bone.
isothiocyanate agents,formulation,survival,stability,stabilizes,1,1,high,All four isothiocyanate agents showed prolonged yttrium-88 vascular survival which was essentially identical to that of 
engineering of Fc,sequence,stability,stability,stabilizes,1,1,high,engineering of Fc to increase its stability and reduce or eliminate aggregation
low stability,stability,decreased biological activity,quality_outcome,destabilizes,1,1,high,low stability and high aggregation tendency lead to decreased bioactivity
aggregation propensity,stability,increased risk of immunogenicity,quality_outcome,promotes,1,1,high,high aggregation tendency lead to increased risk of immunogenicity
reduced ph,formulation,viscosity reduction,stability,decreases,1,1,high,Viscosity reductions were achieved by reducing the pH.
JAR,sequence,synergic with mab 12c1,quality_outcome,promotes,1,1,high,JAR5 is highly synergic with monoclonal antibody (mAb) 12C1.
structural information,structure,meningococci susceptibility,quality_outcome,modifies,1,1,high,provide insights into the spatial orientation of Fc regions and into the possible implications for the susceptibility of
dab format compatibility,formulation,potency,quality_outcome,stabilizes,1,1,high,format-compatible domain antibodies could expedite lead discovery.
mab-dab format,formulation,potency,quality_outcome,stabilizes,1,1,high,the corresponding dAb monomers had 1000-fold lower potency than the formatted dAbs.
tight clearance,stress,subvisible particle formation,quality_outcome,promotes,1,1,high,the impact of tight clearance/close contact on subvisible particle formation
pH-dependent tertiary structure changes,structure,increased viscosity,stability,promotes,1,1,high,pH-dependent changes in the tertiary structure... lead to viscoelasticity and not merely a shear viscosity increase.
low pH,formulation,hydrodynamic radius,stability,promotes,1,1,high,increased hydrodynamic radius of mAb1 at low pH.
pH 3.0,formulation,viscoelastic gel,stability,promotes,1,1,high,strong viscoelastic gel due to perturbed tertiary structure at pH 3.0.
pH 7.4,formulation,viscosity,stability,promotes,1,1,high,the same molecule responds as a viscous liquid due to reversible self-association at pH 7.4.
high surface retention,structure,potent antibody-dependent cellular cytotoxicity,quality_outcome,stabilizes,1,1,high,high cell surface retention can result in potent ADCC activity in vivo.
m252y s254t t256e substitution,sequence,half-life,stability,stabilizes,1,1,high,a triple-amino-acid substitution...to extend its serum half-life.
medi4893 concentrations in serum,stability,alpha-toxin-neutralizing activity,quality_outcome,correlates,1,1,high,The alpha-toxin-neutralizing activity in serum correlated highly with the MEDI4893 concentrations in serum.
deamidation,stability,decreased biological activity,quality_outcome,negative,1,1,high,Deamidation of therapeutic antibodies may result in decreased drug activity and undesirable changes in pharmacokinetics 
in vitro stress test,stress,predict liability to deamidation,stability,positive,1,1,high,the in vitro stress test may be used as a method to predict the liability to deamidation of therapeutic antibodies in vi
instability,stress,particle size,quality_outcome,promotes,1,1,high,particles resulted from shedding of polycarbonate.
mutation lyy to aaa,sequence,instability,structure,destabilizes,1,1,high,mutation of LYY to AAA eliminated binding of mAb-1 to cathepsin D
two aspartic acid residues replaced with neutral serine residues,sequence,weaker binding,structure,destabilizes,1,1,high,may be related to the fact that two aspartic acid residues... are replaced with neutral serine residues in mAb-6
light exposure,stress,oxidized his,stability,promotes,1,1,high,Triply oxidized histidine in an IgG1 monoclonal antibody was noticed when exposed to ICH light conditions.
trp residues,sequence,oxidized his,stability,promotes,1,1,high,Peptides exposed to ICH light stress conditions revealed a small percent of triply oxidized His in the Trp-containing pe
Ala mutants,sequence,oxidized his,stability,inhibits,1,1,high,but not in their corresponding Ala mutants.
hold time,stress,aggregate formation,stability,promotes,1,1,high,the third peak contains significant levels of aggregates formed in the column
unfolded intermediate,structure,aggregate formation,stability,promotes,1,1,high,aggregates derive from an unfolded intermediate that is slowly formed
CEX chromatography,formulation,aggregate formation,stability,promotes,1,1,high,"aggregate formation does not occur on a different CEX resin, Nuvia HR-S"
binding site,formulation,peak formation,quality_outcome,modifies,1,1,high,these two peaks form as a result of the presence of weak and strong binding sites
upstream process parameters,stress,aggregate formation,stability,promotes,1,1,high,significant impacts of upstream process parameters on aggregate formation
upstream process parameters,stress,impurities,stability,promotes,1,1,high,significant impacts of upstream process parameters on impurities
upstream process parameters,stress,higher-order structure,stability,modifies,1,1,high,significant impacts of upstream process parameters on protein structure
ly3015014,sequence,reduce LDL-C,stability,inhibits,1,1,high,LY3015014...binds to the catalytic domain of PCSK9 and reduce low-density lipoprotein cholesterol (LDL-C) in patients
in-line filters,formulation,removal of impurities,quality_outcome,inhibits,1,1,high,in-line filters removed most microparticles.
in-line filters,formulation,nanoparticles/mL,quality_outcome,promotes,1,1,high,there were still 1-21x 10 nanoparticles/mL in IV saline.
lyy motif hc cdr2,sequence,binding activity,structure,promotes,1,1,high,the binding between mAb-1 and cathepsin D was weaker than that of mAb-6
internalization,stress,stability,stability,destabilizes,1,1,high,the pretargeting approach is complicated by the internalization of 5B1 by CA19.9-expressing cells
5b1-tco,formulation,in vivo pharmacokinetics,stability,stabilizes,1,1,high,showed improved in vivo pharmacokinetics relative to (64)Cu-NOTA-Tz using 5B1-TCO as the targeting vector
radioligand injection timing,stress,best uptake,stability,stabilizes,1,1,high,injecting the radioligand 72 h after the administration of 5B1-TCO resulted in the best uptake
5b1-tco and (64)cu-nota-peg7-tz system,formulation,n/a,quality_outcome,stabilizes,1,1,high,the 5B1-TCO and (64)Cu-NOTA-PEG7-Tz system evaluated in these studies can delineate CA19.9-positive xenografts
"aspartic acid, glutamic acid, arginine and glycine",sequence,concentration,quality_outcome,stabilizes,1,1,high,the final monoclonal antibody (mAb) titre was enhanced by 70%
glycosylation level,sequence,detection of heterogeneous glycosylated protein species,quality_outcome,stabilizes,1,1,high,detection of heterogeneous glycosylated protein species and sites in intact IgG1 and fusion proteins
low pH,formulation,inactivation of XMuLV,stability,promotes,1,1,high,"low pH treatment, a robust and effective method commonly used in monoclonal antibody production to inactivate enveloped "
pH 3.6,formulation,inactivation of XMuLV,stability,promotes,1,1,high,"At pH 3.6, XMuLV inactivation was rapid, robust, and relatively unaffected by the other factors studied."
molecular weight,sequence,bc values,quality_outcome,correlates,1,1,high,there exists a simple exponential relationship between molecular weight and BC values
tunicamycin,sequence,antitumor activity,quality_outcome,stabilizes,1,1,high,tunicamycin synergistically enhanced the antitumor activity of trastuzumab against HER2-overexpressing breast cancer cel
tunicamycin,sequence,decreased expression of EGFR family,quality_outcome,inhibits,1,1,high,tunicamycin dramatically decreased the expression of EGFR family and its down signaling pathway
tunicamycin,sequence,inhibition,stability,stabilizes,1,1,high,tunicamycin dose-dependently inhibited tumor growth in both of SKBR3 xenografts and MCF-7/HER2 xenografts
increased wall shear stress,stress,binding activity,quality_outcome,destabilizes,1,1,high,Binding of anti-CD146-coated nanoparticles...was significantly reduced under increased wall shear stress.
higher avidity,sequence,favors nanoparticle binding,quality_outcome,stabilizes,1,1,high,the intravascular wall shear stress favors nanoparticle binding at the site of higher avidity of endothelial epitope.
pH 6.8,formulation,more efficient release,stability,promotes,1,1,high,The release was more efficient at pH 6.8 compared to pH 7.4
cd and ftir,formulation,global higher-order structure identification,stability,inhibits,1,1,medium,the application of CD and FTIR should be reserved for global higher order structure identification.
humanized anti-TLR4 monoclonal antibody,sequence,blocks cytokine expression,quality_outcome,inhibits,1,1,high,the humanized anti-TLR4 monoclonal antibody blocked the inflammatory cytokines expression at both the mRNA and protein l
humanized anti-TLR4 monoclonal antibody,sequence,biological activity,stability,inhibits,1,1,high,the Fab fragment significantly inhibited the nuclear factor kappaB signaling pathway
reduction in phosphorylation,structure,p65 translocation,stability,decreases,1,1,high,reducing the phosphorylation of the inhibitor of kappaBalpha and decreasing the translocation of p65
decreased translocation of p65,stability,suppression of phosphorylation,stability,decreases,1,1,high,"resulting in the suppression of p38, extracellular signal-regulated kinase 1/2, c-Jun N-terminal kinase 1/2, and IFN-bet"
single point mutations,sequence,aggregation,stability,decreases,1,1,high,lead to comparable decreases in aggregation
engineering a glycosylation site,sequence,aggregation,stability,decreases,1,1,high,lead to comparable decreases in aggregation
glycosylation site,sequence,aggregation-prone residues,structure,masks,1,1,high,to mask these residues with a carbohydrate moiety
removing or masking aggregation-prone region,sequence,stability,stability,increases,1,1,high,biobetters with increased stability against aggregation can therefore be generated
glycoengineering,sequence,posttranslational modifications,stability,inhibits,1,1,high,the glycoengineering approach does not cause any additional posttranslational modifications
N297A mutation,sequence,instability,stability,stabilizes,1,1,high,Introducing the N297A mutation into D23-1G7C2-IgG1 resulted in a marked reduction in ADE activity in both cell types.
IgG subclasses,sequence,reduce ADE activity,stability,stabilizes,1,1,high,Swapping D23-1G7C2-IgG1 to IgG2 or IgG4 subclasses reduced ADE activity in FcgammaRI and FcgammaRII-bearing THP-1 cells.
d23-1g7c2-igg1,sequence,increased ADE activity,stability,destabilizes,1,1,high,"By contrast, in FcgammaRII-bearing K562 cells, the change to IgG2 increased ADE activity."
amino acids in salt-forms,formulation,decrease in viscosity,stability,stabilizes,1,1,high,significant decrease in viscosity was observed for JM1 (by up to 30-40%) and JM2 (by up to 50-80%) formulations
degraded,stress,measurable changes,quality_outcome,promotes,1,1,high,the SEC and IEC chromatograms of certain degraded samples were found to have measurable changes.
Fab-1,sequence,instability,stability,inhibits,1,1,high,D28 and E57 in the Fab-1 tryptic peptides HC2 and HC4
e57 in fab-1,sequence,instability,stability,inhibits,1,1,high,D28 and E57 in the Fab-1 tryptic peptides HC2 and HC4
l-arginine chloride,formulation,stability,stability,stabilizes,1,1,high,presence of chloride counter ions...provided the greatest protein stability
high protein to excipient ratios,formulation,physical attributes,quality_outcome,improves,1,1,high,Cakes with least defects and optimum physical attributes were achieved when protein to excipient ratios were high
low concentration of l-arginine,formulation,stability,stability,improves,1,1,high,protein (physical) stability was slightly improved under stress storage temperature...in the presence of a low concentra
high concentration of arginine,formulation,cake defects,quality_outcome,increases,1,1,high,"At higher l-arginine concentrations, cake defects increased"
optimized formulation design,formulation,stability,stability,improves,1,1,high,"Using optimized formulation design, addition of l-arginine chloride...provided benefits for protein stability"
e6f6,sequence,biological activity,stability,stabilizes,1,1,high,E6F6 could profoundly suppress the levels of hepatitis B surface antigen (HBsAg) and HBV DNA for several weeks
ALT-803 stimulation,formulation,increased degranulation,stability,positive,1,1,high,"ALT-803 stimulation significantly increased degranulation, IFNgamma production, and ADCC by human NK cells."
ALT-803 stimulation,formulation,augmented cytotoxicity,stability,positive,1,1,high,ALT-803 augmented cytotoxicity and the expression of granzyme B and perforin.
ALT-803 addition to anti-CD20 mAb therapy,formulation,instability,stability,positive,1,1,high,the addition of ALT-803 to anti-CD20 mAb therapy resulted in significantly reduced tumor cell burden.
ALT-803 addition to anti-CD20 mAb therapy,formulation,increased survival,stability,positive,1,1,high,the addition of ALT-803 to anti-CD20 mAb therapy resulted in increased survival.
pH gradient,formulation,separates proteins,quality_outcome,stabilizes,1,1,high,"Linear pH gradient elution provides excellent selectivity, separating proteins in a linear pH gradient."
solvent composition,formulation,monoclonal antibody purification,quality_outcome,stabilizes,1,1,high,influence of solvent composition using PEG as a mobile phase modifier is investigated.
circulating ca19.9,formulation,increased image generation time,stability,promotes,1,1,high,the long physiologic half-life of the antibody and interference from circulating CA19.9 may increase the time required t
fnir-z-759 conjugates,formulation,imaging characteristics,quality_outcome,stabilizes,1,1,high,"FNIR-Z-759 conjugates showed significantly lower background in mice, resulting in higher tumor-to-background ratio."
fnir-z-759 conjugates,formulation,stability,stability,stabilizes,1,1,high,"Conjugates of both dyes demonstrated similar quenching capacity, stability, and brightness in target cells in vitro."
FcgammaRIIIA 158F and/or FcgammaRIIA 131R variants,sequence,increased ADCC intensity,quality_outcome,correlates,1,1,high,FcgammaRIIIA 158F and/or the FcgammaRIIA 131R variants...may actually behave as ADCC favorable genotypes
trastuzumab reactivity BC target cells,formulation,ADCC intensity,quality_outcome,affects,1,1,high,The ADCC intensity was affected by different levels of trastuzumab reactivity with BC target cells
increased frequency,quality_outcome,biological activity,quality_outcome,correlates,1,1,high,statistically significant correlation between an increased frequency of patients showing ADCC of MCF-7 and complete resp
hypoxia,stress,biological activity,quality_outcome,destabilizes,1,1,high,The expression of the p250 antigen...was reduced immediately after exposure to hypoxia.
acidic ph,stress,increased reduction of p250 expression,quality_outcome,destabilizes,1,1,high,the magnitude and duration of the reduction in the expression of the p250 antigen increased with increasing acidity.
hypoxia and acidic ph,stress,adverse effects,quality_outcome,promotes,1,1,high,The combined treatment had an additive effect on the expression of the melanoma-associated antigen.
NMR methods,formulation,conformational stability,stability,inhibits structural differences,1,1,high,no significant structural differences are observed between the Fab and Fc domains
buffer-free formulation,formulation,stability,stability,stabilizes,1,1,high,stability of buffer-free formulations that included a disaccharide stabilizer comparable to buffer-based formulations
high protein concentration,formulation,scalable buffer capacity,structure,modifies,1,1,high,the system's buffer capacity scales with protein concentration
buffer-free formulation,formulation,shorter reconstitution time,quality_outcome,decreases,1,1,high,Unbuffered formulations were found to have shorter reconstitution times
buffer-free formulation,formulation,low opalescence,quality_outcome,decreases,1,1,high,lower opalescence than buffered formulations
disaccharide stabilizer,formulation,formulation stability,stability,stabilizes,1,1,high,stability of buffer-free formulations that included a disaccharide stabilizer comparable to buffer-based formulations
phaeodactylum tricornutum,formulation,suitable for recombinant proteins,stability,stabilizes,1,1,high,prove that P. tricornutum is suitable for producing recombinant proteins bearing high mannose-type N-glycans
hydroxylysine,sequence,stability,stability,modifies,1,1,high,Post-translational hydroxylation of lysine was found in a consensus sequence...
frameshifts,sequence,biological activity,quality_outcome,destabilizes,1,1,high,"frameshifts lead to complete alteration of the intended amino acid sequences, and therefore may affect the biological ac"
structured protein areas,structure,reduce excipient signals,formulation,inhibits,1,1,high,reduce excipient signals and allow focus on structural characteristics of the protein
pH denaturation,stress,aggregation,stability,promotes,1,1,high,detection of partial pH denaturation of a monoclonal antibody illustrates the procedure
disulfide linkages,structure,stability,stability,positive,1,1,high,disulfide linkages...play a crucial role in forming and stabilizing a correct mAb structure
lys-c trypsin digestion,formulation,digestion efficiency,stability,positive,1,1,high,Lys-C plus trypsin digestion...is a better sample preparation condition...because of a better digestion efficiency
lower digestion temperature,stress,minimized disulfide scrambling,stability,positive,1,1,high,lower digestion temperature...examined to minimize disulfide scrambling
lower digestion ph,stress,minimized disulfide scrambling,stability,positive,1,1,high,lower digestion pH...examined to minimize disulfide scrambling
binding affinity of the label,structure,decreased immunoreactivity,quality_outcome,destabilizes,1,1,high,binding affinity of the label to the anti-steroid antibody markedly decreased during storage
decreasing mAb dose,formulation,minimize loss of cd20 expression,stability,inhibits,1,1,high,"Standard dose anti-CD20 mAb therapy causes loss of CD20 expression by surviving CLL cells, which can be minimized by dec"
valeric acid,formulation,increased stability,stability,stabilizes,1,1,high,valeric acid showed the best production performance... increased culture longevity
human CH2-CH3 IgG2,sequence,blocks interaction,stability,promotes,1,1,high,the human CH2-CH3 IgG2 used as a spacer... was able to interact with the FcR... leading to blockage of the NK-92(CAR)
composition spacer domain,sequence,critical role,stability,neutral,1,1,medium,stresses the critical role of the composition of the spacer domain
repeated dosing with murinized dta-1,formulation,reduction in drug exposure,stability,destabilizes,1,1,high,repeated dosing with murinized DTA-1 (mDTA-1) generates ADAs with corresponding reductions in drug exposure
salts,formulation,decrease in viscosity,stability,stabilizes,1,1,high,significant decrease in viscosity was observed for JM1 (by up to 30-40%) and JM2 (by up to 50-80%) formulations
mutation asn53 to arg,sequence,loss of biological activity,stability,destabilizes,1,1,high,a single mutation at Asn53 to Arg...resulted in a loss of its apoptotic activity.
trail-r2 superoligomerization,structure,agonistic activity,stability,stabilizes,1,1,high,strong agonistic activity...induced by KMTR2 is attributed to TRAIL-R2 superoligomerization.
"G1m17,1 mAbs",sequence,binding,structure,stabilizes,1,1,high,"G1m17,1 mAbs... were shown to bind more efficiently to FcRn"
"G1m17,1 mAbs",sequence,transcytosed,structure,stabilizes,1,1,high,"G1m17,1 mAbs... to be transcytosed better than the G1m3,-1 mAb cetuximab"
"G1m3,1 variant",sequence,binding activity,structure,stabilizes,1,1,high,"the G1m3,1 variant... binds more efficiently to FcRn"
"G1m3,1 variant",sequence,transcytosed,structure,stabilizes,1,1,high,"G1m3,1 variant... is transcytosed better than the other three variants"
salt concentration,formulation,modifies model parameters,formulation,neutral,1,1,high,extended Langmuir model includes the effects of salt concentration and temperature on the model parameters
temperature,formulation,modifies model parameters,formulation,neutral,1,1,high,extended Langmuir model includes the effects of salt concentration and temperature on the model parameters
loading capacity,formulation,predicts peak profile,stability,neutral,1,1,high,model has been validated with experimental data and has been shown to successfully predict peak profile for a range of l
gradient lengths,formulation,predicts peak profile,stability,neutral,1,1,high,model has been validated with experimental data and has been shown to successfully predict peak profile for a range of g
bed height,formulation,predicts peak profile,stability,neutral,1,1,high,model has been validated with experimental data and has been shown to successfully predict peak profile for a range of b
stress-exposed mAbs,stress,binding activity,stability,destabilizes,1,1,high,a marked decline was observed for force-oxidized mAb and a slight decline for heat- and photodegraded mAbs
stress-exposed samples,stress,change in thermal stability in the ch2 domain,stability,destabilizes,1,1,high,a change in thermal stability was observed in the CH2 domain for all the stress-exposed samples
degradation,stress,conformational change,structure,destabilizes,1,1,high,individual regions with altered conformation could be identified for heat-degraded and force-oxidized samples
Fab assembly,structure,oligomerization,structure,stabilizes,1,1,high,KMTR2-Fabs assembled...suggesting that the KMTR2-Fab assembly tended to enhance TRAIL-R2 oligomerization.
charge-charge interaction,structure,viscosity,stability,promotes,1,1,high,charge-charge interaction between the mAbs dictates the high viscosity of these mAbs formulations
increased thermodynamic stability,structure,shifts mAb from aggregation-prone state,stability,stabilizes,1,1,high,shift the mAb away from an aggregation-prone state by increasing the thermodynamic stability
higher-order structure changes,structure,thermal stability,stability,modifies,1,1,high,differences in thermal stability between IgG subclasses can be rationalized in terms of changes to higher-order structur
pH,formulation,protein charge,sequence,modifies,1,1,high,pH dependence of the characteristic protein charge and the equilibrium constant
pH,formulation,separation of monoclonal antibody monomer from aggregates,quality_outcome,inhibits,1,1,high,predict the separation of the monoclonal antibody monomer/aggregate mixture in pH gradient elution
hcp impurities,quality_outcome,aggregation,quality_outcome,promotes,1,1,high,the interactions of HCP impurities with mAb products are profiled to determine the total extent of product association
hcp impurities,quality_outcome,co-elution,quality_outcome,promotes,1,1,high,Product association and co-elution were both identified as viable mechanisms of HCP retention
pH-responsive complexation hydrogel properties,formulation,minimize degradation,stability,stabilizes,1,1,high,hydrogel carriers that will minimize the degradation and maximize the in vivo activity
igg2 oligomers,structure,monomer stability,stability,positive,1,1,high,IgG2 oligomers partially reverted to the monomeric state
oligomers,structure,aggregates,stability,negative,1,1,high,IgG4 oligomers tended to aggregate
high concentration,formulation,yield,quality_outcome,stabilizes,1,1,high,formulations freeze dried above Tg but below the collapse temperature yielded pharmaceutically acceptable cakes
decreased protein concentration,formulation,minor extents of collapse,stability,promotes,1,1,high,"as protein concentration decreased, minor extents of collapse were observed in formulations dried at higher temperatures"
drying above Tg,stress,lyophilization,stability,stabilizes,1,1,high,Drying above Tg resulted in significant reductions in lyophilization cycle time
elution pH,formulation,clearance,quality_outcome,modifies,1,1,high,The protein distribution between the two peaks could be altered by elution pH.
conjugation of DM1 on lysine,sequence,destabilized ch2 domain,structure,destabilizes,1,1,high,the conjugation of DM1 destabilized the C(H)2 domain of the molecule
histidine in Fab,sequence,double-peak elution profile,quality_outcome,associates with,1,1,high,These results suggest that the double-peak elution profile associates with histidine-protonation-based charge variants.
0.25 m sucrose,formulation,biological activity,stability,stabilizes,1,1,high,0.25 M sucrose...had the most protective effect on maintaining the reactivity of mAbs
0.04 m trehalose,formulation,biological activity,stability,stabilizes,1,1,high,0.04 M trehalose...had the most protective effect on maintaining the reactivity of mAbs
0.5% bsa,formulation,biological activity,stability,stabilizes,1,1,high,0.5% BSA...had the most protective effect on maintaining the reactivity of mAbs
1 m sucrose,formulation,increased antibody stability,stability,stabilizes,1,1,high,the most efficient protective additives were 1 M sucrose
0.04 m trehalose,formulation,increased antibody stability,stability,stabilizes,1,1,high,the most efficient protective additives were 0.04 M trehalose
gradient steepness,formulation,modifying selectivity,stability,inhibits,1,1,high,the most important parameter for modifying selectivity was the gradient steepness
isopropanol,formulation,destabilizes,stability,promotes,1,1,high,"isopropanol was not beneficial with ADCs, since the most hydrophobic DAR species cannot be eluted"
size,sequence,delivery capability,quality_outcome,modifies,1,1,high,Protein size was shown to have a significant impact on the delivery capability of the P(IA-co-NVP) hydrogel.
covalent binding,formulation,hydrogel properties,structure,modifies,1,1,high,crosslinking density offers a simple method for tuning hydrogel properties to variously sized proteins.
covalent binding,formulation,performance for small peptide,quality_outcome,optimizes,1,1,high,"Using 5 mol% TEGDMA crosslinker offers optimal performance for the small peptide, salmon calcitonin."
covalent binding,formulation,performance for larger protein,quality_outcome,optimizes,1,1,high,lower crosslinking density of 1 mol% offers optimal performance for the much larger protein rituximab.
storage conditions,stress,degradative release,stability,prevents,1,1,high,showing no degradative release of encapsulated salmon calcitonin in gastric conditions.
intestinal conditions,stress,release of encapsulated protein,stability,promotes,1,1,high,yielding rapid and complete release of encapsulated protein within 1h in intestinal conditions.
disulfide bond location,structure,stability,stability,requires,1,1,high,Release of disulfide containing peptides from accessible regions of the folded antibody occurs with short digestion time
pH values,formulation,correlation with histidine fractions,quality_outcome,correlates,1,1,high,The protein distributions under different pH values showed good correlation with protonated/un-protonated fractions of a
buffer composition,formulation,aggregation rate,stability,modifies,1,1,high,the aggregation formation rate showed a buffer species-dependent discrepancy
temperature stress,stress,thermal transition peaks,stability,promotes,1,1,high,a continual temperature-stress study illustrated that the additional thermal transition peaks related to the least stabl
levels of aggregations,stability,binding activity,structure,correlates,1,1,high,the levels of aggregations associated with the magnitudes of protein-protein interaction forces
sucrose,formulation,modulated hydration layer,structure,positive,1,1,high,proline and sucrose altered the hydration layer around a mAb (mAb1)
arginine,formulation,no effect,stability,neutral,1,1,high,arginine had no effect
sucrose,formulation,no effect,stability,neutral,1,1,high,sucrose had no effect
complex formulations,formulation,modulated hydration layer,structure,positive,1,1,high,hydration layer of a second mAb (mAb2) was further shown to be modulated by more complex formulations
protein a chromatography,formulation,aggregation rate,stability,promotes,1,1,high,Protein A chromatography...increases monoclonal antibody aggregation rate during subsequent low pH virus inactivation ho
low pH buffer,formulation,product aggregation,stability,promotes,1,1,high,The use of low pH buffer for elution from protein A is known to contribute to product aggregation.
low pH exposure,formulation,aggregation rate,stability,promotes,1,1,high,Rate constants for aggregation after protein A chromatography were considerably higher than those from low pH exposure a
high concentration,formulation,observation of SiaNAz on peptides,quality_outcome,increases,1,1,high,concentrations above 100 M of Ac4ManNAz are necessary to allow for observation of terminal SiaNAz
bevacizumab treatment,formulation,increased expression,quality_outcome,promotes,1,1,high,bevacizumab treatment increased expression of autophagy markers and autophagosome formation
bevacizumab treatment,formulation,increased biological activity,sequence,increases,1,1,high,bevacizumab treatment increased IRF1 expression in a dose and time dependent manner
irf1 depletion,sequence,increased efficacy,stability,increases,1,1,high,IRF1 depletion increased the efficacy of anti-VEGF therapy in a glioma xenograft model
e93 in vegf,sequence,instability,stability,inhibits,1,1,high,significant reduction in the rate of GEE labeling was observed for E93
concentration,formulation,unreliable results,quality_outcome,destabilizes,1,1,high,Reliable results could not be obtained from analysis of rCHO cell culture supernatants containing dextran sulfate.
arginine as an eluent,formulation,n/a,quality_outcome,stabilizes,1,1,high,arginine was identified as an alternative eluent to overcome the hindrance by dextran sulfate.
high concentrations,formulation,poor solubility,stability,promotes,1,1,high,Self-association of monoclonal antibodies (mAbs) at high concentrations can result in developability challenges such as 
high concentrations,formulation,aggregation,stability,promotes,1,1,high,Self-association of monoclonal antibodies (mAbs) at high concentrations can result in developability challenges such as 
self-associative propensities,stability,solubility,stability,correlates,1,1,high,The least associative mAbs identified by AC-SINS were confirmed to be highly soluble when purified.
cdrs,sequence,self-association propensity,stability,modifies,1,1,high,which differ mainly in their complementarity-determining regions.
genetic mutation,sequence,binding activity,quality_outcome,destabilizes,1,1,high,mutations were linked to a reduction in antibody binding
pAb aggregates,structure,biological activity,quality_outcome,stabilizes,1,1,high,pAb aggregates have greater activity than monomers (HMW species > dimers > monomers)
hmw aggregates,structure,stronger binding,quality_outcome,stabilizes,1,1,high,HMW aggregates...had up to ~200-fold stronger binding to aggregates of Abeta and transthyretin than the monomeric antibo
dimeric pAbs,structure,stronger binding,quality_outcome,stabilizes,1,1,high,dimeric pAbs...had up to ~7-fold stronger binding to aggregates of Abeta and transthyretin than the monomeric antibody
trace aggregates,formulation,modulated activity,quality_outcome,modifies,1,1,medium,pAb's activity can be easily modulated by trace aggregates generated during sample processing
hmw aggregates,structure,anti-amyloid activities,quality_outcome,stabilizes,1,1,high,HMW aggregates were primarily responsible for the enhanced anti-amyloid activities of Abeta- and Cibacron blue-isolated 
anti-drug mAb,quality_outcome,inhibition,stability,negatively impacts,1,1,high,"ADAs can have no effect or can impact efficacy through MAb binding, thus inhibiting its function."
anti-drug mAb,quality_outcome,increased clearance,stability,promotes,1,1,high,ADAs can also increase MAb clearance (PK).
irf1 depletion,sequence,immunogenicity,stability,decreases,1,1,high,less bevacizumab-promoted autophagy and increased apoptosis in tumors with down-regulated IRF1
concentration,formulation,impurity removal,quality_outcome,stabilizes,1,1,high,CA precipitation removes HCPs and some HMW species to the acceptable levels under the optimal conditions.
pH,formulation,impurity removal,quality_outcome,stabilizes,1,1,high,Both pH and CA concentration...are key parameters that can affect host-cell proteins (HCPs) clearance.
concentration,formulation,hmw species,stability,decreases,1,1,high,CA precipitation removes HCPs and some HMW species to the acceptable levels under the optimal conditions.
pH,formulation,hmw species,stability,decreases,1,1,high,Both pH and CA concentration...are key parameters that can affect...HMW species.
glycosylation profile,quality_outcome,product quality consistency,quality_outcome,stabilizes,1,1,high,correlating the product quality attributes (especially glycosylation) to process variables
protein size,sequence,increased viscosity,stability,promotes,1,1,high,size of the molecule affects viscosity significantly at higher concentrations
net charge,sequence,increased viscosity,stability,promotes,1,1,high,electroviscous contribution to the viscosity of DVD-Ig(TM) protein varied depending on the presence or absence of ions
pH and ionic strength,formulation,increased viscosity,stability,promotes,1,1,high,high viscosity for DVD-Ig(TM) protein at certain pH and ionic strength conditions
